Frame,Body Part,X,Y,UPDRS_gait
3970,LEye,306,54,1
3970,REar,292,62,1
3970,LEar,320,62,1
3970,Background,13,336,1
3971,Nose,306,62,1
3971,Neck,306,93,1
3971,RShoulder,278,93,1
3971,RElbow,278,133,1
3971,RWrist,264,187,1
3971,LShoulder,333,93,1
3971,LElbow,347,140,1
3971,RHip,292,187,1
3971,RKnee,292,234,1
3971,LHip,333,187,1
3971,LKnee,320,242,1
3971,REye,292,62,1
3971,LEye,306,54,1
3971,REar,292,62,1
3971,LEar,320,62,1
3971,Background,13,336,1
3972,Nose,306,62,1
3972,Neck,306,93,1
3972,RShoulder,278,93,1
3972,RElbow,278,133,1
3972,RWrist,264,187,1
3972,LShoulder,333,93,1
3972,RHip,320,187,1
3972,RKnee,333,234,1
3972,LHip,292,187,1
3972,LKnee,292,242,1
3972,REye,306,54,1
3972,LEye,306,54,1
3972,REar,292,62,1
3972,LEar,320,62,1
3972,Background,13,336,1
3973,Nose,306,62,1
3973,Neck,306,93,1
3973,RShoulder,278,93,1
3973,RElbow,264,148,1
3973,LShoulder,333,93,1
3973,RHip,320,187,1
3973,RKnee,333,242,1
3973,RAnkle,320,281,1
3973,LHip,306,187,1
3973,LKnee,292,242,1
3973,LAnkle,306,289,1
3973,REye,306,54,1
3973,LEye,306,54,1
3973,REar,292,62,1
3973,LEar,320,62,1
3973,Background,13,336,1
3974,Nose,306,62,1
3974,Neck,306,93,1
3974,RShoulder,278,93,1
3974,RElbow,278,133,1
3974,LShoulder,333,93,1
3974,RHip,306,187,1
3974,LHip,320,187,1
3974,LKnee,333,234,1
3974,REye,306,54,1
3974,LEye,306,54,1
3974,REar,292,62,1
3974,LEar,320,54,1
3974,Background,13,336,1
3975,Nose,306,62,1
3975,Neck,306,86,1
3975,RShoulder,278,86,1
3975,RElbow,278,125,1
3975,LShoulder,333,93,1
3975,LElbow,347,133,1
3975,RHip,306,180,1
3975,LHip,333,180,1
3975,REye,306,54,1
3975,LEye,320,54,1
3975,REar,292,62,1
3975,LEar,320,62,1
3975,Background,13,336,1
3976,Nose,306,62,1
3976,Neck,306,86,1
3976,RShoulder,278,86,1
3976,RElbow,278,133,1
3976,LShoulder,333,86,1
3976,LElbow,347,133,1
3976,RHip,306,180,1
3976,LHip,320,180,1
3976,REye,306,54,1
3976,LEye,320,54,1
3976,REar,292,62,1
3976,LEar,320,62,1
3976,Background,13,336,1
3977,Nose,306,62,1
3977,Neck,306,86,1
3977,RShoulder,278,86,1
3977,RElbow,278,133,1
3977,RWrist,278,180,1
3977,LShoulder,333,93,1
3977,LElbow,347,133,1
3977,RHip,306,180,1
3977,LHip,320,180,1
3977,REye,306,54,1
3977,LEye,320,54,1
3977,REar,292,62,1
3977,LEar,320,62,1
3977,Background,13,336,1
3978,Nose,306,62,1
3978,Neck,306,86,1
3978,RShoulder,278,86,1
3978,RElbow,278,133,1
3978,RWrist,278,180,1
3978,LShoulder,333,93,1
3978,LElbow,347,133,1
3978,RHip,292,180,1
3978,RKnee,292,234,1
3978,LHip,333,180,1
3978,LKnee,333,234,1
3978,REye,306,54,1
3978,LEye,320,54,1
3978,REar,292,62,1
3978,LEar,320,62,1
3978,Background,13,336,1
3979,Nose,306,62,1
3979,Neck,306,93,1
3979,RShoulder,278,93,1
3979,RElbow,278,133,1
3979,RWrist,278,180,1
3979,LShoulder,333,93,1
3979,LElbow,347,133,1
3979,RHip,292,180,1
3979,RKnee,292,226,1
3979,LHip,333,180,1
3979,LKnee,320,226,1
3979,REye,306,54,1
3979,LEye,320,54,1
3979,REar,292,62,1
3979,LEar,320,62,1
3979,Background,13,336,1
3980,Nose,306,62,1
3980,Neck,306,93,1
3980,RShoulder,278,93,1
3980,RElbow,278,133,1
3980,RWrist,278,180,1
3980,LShoulder,333,93,1
3980,LElbow,347,133,1
3980,RHip,292,187,1
3980,RKnee,292,226,1
3980,LHip,320,180,1
3980,LKnee,320,226,1
3980,REye,306,54,1
3980,LEye,320,54,1
3980,REar,292,62,1
3980,LEar,320,62,1
3980,Background,598,344,1
3981,Nose,306,62,1
3981,Neck,306,93,1
3981,RShoulder,278,93,1
3981,RElbow,278,140,1
3981,RWrist,278,180,1
3981,LShoulder,333,93,1
3981,RHip,306,187,1
3981,RKnee,320,234,1
3981,LHip,320,180,1
3981,LKnee,306,234,1
3981,REye,306,54,1
3981,LEye,320,54,1
3981,REar,292,62,1
3981,LEar,320,62,1
3981,Background,598,344,1
3982,Nose,306,62,1
3982,Neck,306,93,1
3982,RShoulder,278,93,1
3982,RElbow,278,133,1
3982,RWrist,278,187,1
3982,LShoulder,333,93,1
3982,RHip,306,187,1
3982,RKnee,306,234,1
3982,LHip,320,180,1
3982,LKnee,306,242,1
3982,REye,306,62,1
3982,LEye,320,62,1
3982,REar,292,62,1
3982,LEar,320,62,1
3982,Background,13,336,1
3983,Nose,320,62,1
3983,Neck,306,93,1
3983,RShoulder,278,93,1
3983,RElbow,278,133,1
3983,RWrist,278,187,1
3983,LShoulder,333,93,1
3983,LElbow,347,133,1
3983,RHip,292,187,1
3983,RKnee,292,234,1
3983,LHip,333,187,1
3983,LKnee,320,234,1
3983,REye,306,62,1
3983,LEye,320,62,1
3983,REar,292,62,1
3983,LEar,320,62,1
3983,Background,13,336,1
3984,Nose,320,62,1
3984,Neck,306,93,1
3984,RShoulder,278,93,1
3984,RElbow,278,133,1
3984,LShoulder,333,101,1
3984,LWrist,278,187,1
3984,RHip,320,187,1
3984,LHip,320,187,1
3984,LKnee,306,242,1
3984,REye,306,62,1
3984,LEye,320,62,1
3984,REar,306,62,1
3984,LEar,320,70,1
3984,Background,570,0,1
3985,Nose,320,62,1
3985,Neck,306,101,1
3985,RShoulder,278,101,1
3985,RElbow,278,140,1
3985,RWrist,278,180,1
3985,LShoulder,333,101,1
3985,LElbow,347,140,1
3985,RHip,306,187,1
3985,LHip,320,187,1
3985,REye,306,62,1
3985,LEye,320,62,1
3985,REar,306,62,1
3985,LEar,320,70,1
3985,Background,598,344,1
3986,Nose,320,70,1
3986,Neck,306,93,1
3986,RShoulder,278,93,1
3986,RElbow,278,140,1
3986,RWrist,278,180,1
3986,LShoulder,333,101,1
3986,LElbow,347,140,1
3986,RHip,306,187,1
3986,RKnee,292,234,1
3986,LHip,333,187,1
3986,LKnee,320,242,1
3986,REye,306,62,1
3986,LEye,320,62,1
3986,REar,306,70,1
3986,LEar,333,70,1
3986,Background,598,344,1
3987,Nose,320,62,1
3987,Neck,320,93,1
3987,RShoulder,292,93,1
3987,RElbow,278,133,1
3987,RWrist,278,180,1
3987,LShoulder,333,93,1
3987,LElbow,347,140,1
3987,RHip,306,187,1
3987,LHip,333,187,1
3987,REye,320,62,1
3987,LEye,320,62,1
3987,REar,306,62,1
3987,LEar,333,70,1
3987,Background,598,344,1
3988,Nose,320,62,1
3988,Neck,320,93,1
3988,RShoulder,292,93,1
3988,RElbow,278,140,1
3988,RWrist,278,180,1
3988,LShoulder,333,93,1
3988,LElbow,347,140,1
3988,RHip,306,187,1
3988,LHip,333,187,1
3988,REye,306,62,1
3988,LEye,320,62,1
3988,REar,306,62,1
3988,LEar,333,62,1
3988,Background,13,336,1
3989,Nose,320,62,1
3989,Neck,320,93,1
3989,RShoulder,292,93,1
3989,RElbow,278,133,1
3989,LShoulder,347,93,1
3989,RHip,320,187,1
3989,LHip,306,187,1
3989,LKnee,292,242,1
3989,REye,320,62,1
3989,LEye,320,62,1
3989,REar,306,62,1
3989,LEar,333,62,1
3989,Background,13,336,1
3990,Nose,320,62,1
3990,Neck,320,93,1
3990,RShoulder,292,93,1
3990,RElbow,278,133,1
3990,LShoulder,347,93,1
3990,RHip,333,187,1
3990,LHip,292,187,1
3990,LKnee,292,242,1
3990,REye,306,62,1
3990,LEye,320,62,1
3990,REar,306,62,1
3990,LEar,333,62,1
3990,Background,13,336,1
3991,Nose,320,62,1
3991,Neck,320,93,1
3991,RShoulder,292,93,1
3991,RElbow,278,133,1
3991,LShoulder,347,93,1
3991,LElbow,347,133,1
3991,RHip,320,187,1
3991,RKnee,333,234,1
3991,LHip,333,180,1
3991,LKnee,292,234,1
3991,LAnkle,306,281,1
3991,REye,320,62,1
3991,LEye,320,62,1
3991,REar,306,62,1
3991,LEar,333,70,1
3991,Background,612,0,1
3992,Nose,320,62,1
3992,Neck,320,93,1
3992,RShoulder,292,93,1
3992,RElbow,278,133,1
3992,LShoulder,347,93,1
3992,LElbow,361,133,1
3992,RHip,306,180,1
3992,RKnee,292,234,1
3992,RAnkle,306,289,1
3992,LHip,333,180,1
3992,LKnee,333,234,1
3992,REye,320,62,1
3992,LEye,320,62,1
3992,REar,306,62,1
3992,LEar,333,62,1
3992,Background,13,336,1
3993,Nose,320,62,1
3993,Neck,320,93,1
3993,RShoulder,292,93,1
3993,RElbow,278,133,1
3993,LShoulder,347,93,1
3993,RHip,306,180,1
3993,RKnee,292,234,1
3993,LHip,333,180,1
3993,REye,320,62,1
3993,LEye,320,62,1
3993,REar,306,62,1
3993,LEar,333,62,1
3993,Background,13,336,1
3994,Nose,320,70,1
3994,Neck,320,93,1
3994,RShoulder,292,93,1
3994,RElbow,292,133,1
3994,LShoulder,347,93,1
3994,RHip,306,180,1
3994,RKnee,292,234,1
3994,LHip,333,180,1
3994,LKnee,333,234,1
3994,REye,320,62,1
3994,LEye,320,62,1
3994,REar,306,70,1
3994,LEar,333,70,1
3994,Background,13,336,1
3995,Nose,320,70,1
3995,Neck,320,93,1
3995,RShoulder,292,93,1
3995,RElbow,292,140,1
3995,LShoulder,347,93,1
3995,RHip,306,180,1
3995,LHip,333,180,1
3995,LKnee,333,234,1
3995,REye,320,62,1
3995,LEye,320,62,1
3995,REar,306,70,1
3995,LEar,333,70,1
3995,Background,13,336,1
3996,Nose,320,70,1
3996,Neck,320,93,1
3996,RShoulder,292,101,1
3996,RElbow,292,140,1
3996,RWrist,278,180,1
3996,LShoulder,347,93,1
3996,RHip,306,180,1
3996,RKnee,292,234,1
3996,LHip,333,180,1
3996,LKnee,333,234,1
3996,REye,320,62,1
3996,LEye,320,62,1
3996,REar,306,70,1
3996,LEar,333,70,1
3996,Background,13,336,1
3997,Nose,320,70,1
3997,Neck,320,101,1
3997,RShoulder,292,101,1
3997,RElbow,292,140,1
3997,RWrist,292,180,1
3997,LShoulder,347,93,1
3997,RHip,306,180,1
3997,RKnee,306,234,1
3997,LHip,333,187,1
3997,LKnee,333,234,1
3997,REye,320,62,1
3997,LEye,320,62,1
3997,REar,306,70,1
3997,LEar,333,70,1
3997,Background,13,336,1
3998,Nose,320,70,1
3998,Neck,320,101,1
3998,RShoulder,292,101,1
3998,RElbow,292,140,1
3998,LShoulder,347,101,1
3998,LElbow,41,15,1
3998,RHip,306,180,1
3998,RKnee,306,234,1
3998,LHip,333,187,1
3998,LKnee,333,234,1
3998,REye,320,62,1
3998,LEye,320,62,1
3998,REar,306,70,1
3998,LEar,333,70,1
3998,Background,612,0,1
3999,Nose,320,70,1
3999,Neck,320,101,1
3999,RShoulder,292,101,1
3999,RElbow,292,140,1
3999,LShoulder,347,101,1
3999,LElbow,41,15,1
3999,RHip,306,180,1
3999,LHip,333,187,1
3999,REye,320,62,1
3999,LEye,320,62,1
3999,REar,306,70,1
3999,LEar,333,70,1
3999,Background,612,0,1
4000,Nose,320,70,1
4000,Neck,320,101,1
4000,RShoulder,292,101,1
4000,RElbow,292,140,1
4000,LShoulder,347,101,1
4000,RHip,333,187,1
4000,LHip,320,187,1
4000,REye,306,62,1
4000,LEye,320,62,1
4000,REar,306,70,1
4000,LEar,333,70,1
4000,Background,612,0,1
4001,Nose,320,70,1
4001,Neck,320,101,1
4001,RShoulder,292,101,1
4001,RElbow,292,140,1
4001,LShoulder,347,101,1
4001,RHip,320,187,1
4001,LHip,333,187,1
4001,REye,320,70,1
4001,LEye,320,70,1
4001,REar,306,70,1
4001,LEar,333,70,1
4001,Background,13,336,1
4002,Nose,320,70,1
4002,Neck,320,101,1
4002,RShoulder,292,101,1
4002,RElbow,292,140,1
4002,LShoulder,347,101,1
4002,RHip,320,187,1
4002,LHip,333,187,1
4002,REye,306,70,1
4002,LEye,320,62,1
4002,REar,306,70,1
4002,LEar,333,70,1
4002,Background,570,0,1
4003,Nose,320,70,1
4003,Neck,320,101,1
4003,RShoulder,292,101,1
4003,RElbow,292,140,1
4003,LShoulder,347,101,1
4003,LElbow,347,133,1
4003,RHip,320,187,1
4003,LHip,333,187,1
4003,REye,320,62,1
4003,LEye,320,62,1
4003,REar,306,70,1
4003,LEar,320,70,1
4003,Background,27,344,1
4004,Nose,320,70,1
4004,Neck,320,101,1
4004,RShoulder,292,101,1
4004,RElbow,292,140,1
4004,RWrist,278,180,1
4004,LShoulder,347,101,1
4004,LElbow,361,140,1
4004,RHip,306,187,1
4004,LHip,333,187,1
4004,REye,306,62,1
4004,LEye,320,62,1
4004,REar,306,70,1
4004,LEar,320,70,1
4004,Background,41,352,1
4005,Nose,320,70,1
4005,Neck,320,93,1
4005,RShoulder,292,93,1
4005,RElbow,292,140,1
4005,RWrist,278,172,1
4005,LShoulder,347,93,1
4005,LElbow,361,140,1
4005,RHip,320,180,1
4005,LHip,333,180,1
4005,REye,306,62,1
4005,LEye,320,62,1
4005,REar,306,70,1
4005,LEar,333,70,1
4005,Background,0,336,1
4006,Nose,320,70,1
4006,Neck,320,93,1
4006,RShoulder,292,93,1
4006,RElbow,292,133,1
4006,RWrist,278,172,1
4006,LShoulder,347,93,1
4006,LElbow,361,140,1
4006,RHip,333,180,1
4006,RKnee,333,234,1
4006,LHip,320,180,1
4006,LKnee,306,234,1
4006,REye,306,62,1
4006,LEye,320,62,1
4006,REar,306,62,1
4006,LEar,320,62,1
4006,Background,292,352,1
4007,Nose,320,62,1
4007,Neck,320,93,1
4007,RShoulder,292,93,1
4007,RElbow,292,133,1
4007,RWrist,278,180,1
4007,LShoulder,347,93,1
4007,LElbow,347,140,1
4007,RHip,333,187,1
4007,RKnee,333,234,1
4007,LHip,306,187,1
4007,LKnee,306,234,1
4007,REye,306,62,1
4007,LEye,320,62,1
4007,REar,306,62,1
4007,LEar,320,62,1
4007,Background,13,336,1
4008,Nose,306,62,1
4008,Neck,320,93,1
4008,RShoulder,292,93,1
4008,RElbow,278,133,1
4008,LShoulder,347,93,1
4008,LElbow,347,140,1
4008,RHip,333,187,1
4008,RKnee,333,234,1
4008,LHip,306,187,1
4008,LKnee,306,234,1
4008,LAnkle,320,289,1
4008,REye,306,62,1
4008,LEye,320,62,1
4008,REar,306,62,1
4008,LEar,320,62,1
4008,Background,598,344,1
4009,Nose,306,62,1
4009,Neck,320,93,1
4009,RShoulder,292,93,1
4009,RElbow,278,133,1
4009,LShoulder,347,93,1
4009,LElbow,347,140,1
4009,LWrist,278,187,1
4009,RHip,333,187,1
4009,RKnee,333,234,1
4009,LHip,306,187,1
4009,LKnee,306,234,1
4009,LAnkle,320,281,1
4009,REye,306,62,1
4009,LEye,320,62,1
4009,REar,306,62,1
4009,LEar,320,62,1
4009,Background,598,344,1
4010,Nose,306,62,1
4010,Neck,320,93,1
4010,RShoulder,292,93,1
4010,RElbow,278,133,1
4010,LShoulder,347,93,1
4010,LElbow,347,140,1
4010,LWrist,278,187,1
4010,RHip,333,187,1
4010,RKnee,333,226,1
4010,LHip,306,187,1
4010,LKnee,292,226,1
4010,LAnkle,320,281,1
4010,REye,306,62,1
4010,LEye,320,62,1
4010,REar,306,62,1
4010,LEar,320,62,1
4010,Background,598,344,1
4011,Nose,320,62,1
4011,Neck,320,93,1
4011,RShoulder,292,93,1
4011,RElbow,278,125,1
4011,LShoulder,347,93,1
4011,LElbow,347,133,1
4011,LWrist,278,180,1
4011,RHip,333,180,1
4011,RKnee,333,226,1
4011,LHip,306,180,1
4011,LKnee,306,234,1
4011,LAnkle,320,281,1
4011,REye,306,62,1
4011,LEye,320,62,1
4011,REar,306,62,1
4011,LEar,320,62,1
4011,Background,598,344,1
4012,Nose,320,62,1
4012,Neck,320,93,1
4012,RShoulder,292,93,1
4012,RElbow,278,133,1
4012,LShoulder,347,93,1
4012,LElbow,361,133,1
4012,RHip,333,180,1
4012,RKnee,333,226,1
4012,LHip,306,187,1
4012,LKnee,292,226,1
4012,LAnkle,306,281,1
4012,REye,320,54,1
4012,LEye,320,62,1
4012,REar,306,62,1
4012,LEar,320,62,1
4012,Background,598,344,1
4013,Nose,320,62,1
4013,Neck,320,93,1
4013,RShoulder,292,93,1
4013,RElbow,278,133,1
4013,LShoulder,347,93,1
4013,LElbow,361,133,1
4013,LWrist,278,180,1
4013,RHip,333,180,1
4013,RKnee,333,226,1
4013,LHip,306,180,1
4013,LKnee,292,226,1
4013,REye,306,62,1
4013,LEye,320,62,1
4013,REar,306,62,1
4013,LEar,320,62,1
4013,Background,612,0,1
4014,Nose,320,62,1
4014,Neck,320,93,1
4014,RShoulder,292,93,1
4014,RElbow,278,133,1
4014,LShoulder,347,93,1
4014,LElbow,361,133,1
4014,LWrist,278,180,1
4014,RHip,333,180,1
4014,RKnee,333,226,1
4014,LHip,306,180,1
4014,LKnee,306,226,1
4014,REye,320,62,1
4014,LEye,320,62,1
4014,REar,306,62,1
4014,LEar,333,62,1
4014,Background,320,352,1
4015,Nose,320,62,1
4015,Neck,320,93,1
4015,RShoulder,292,93,1
4015,RElbow,278,125,1
4015,LShoulder,347,93,1
4015,LElbow,361,133,1
4015,LWrist,278,180,1
4015,RHip,333,180,1
4015,RKnee,333,226,1
4015,LHip,306,180,1
4015,LKnee,306,226,1
4015,REye,320,62,1
4015,LEye,320,62,1
4015,REar,306,62,1
4015,LEar,320,62,1
4015,Background,347,0,1
4016,Nose,320,62,1
4016,Neck,320,93,1
4016,RShoulder,292,93,1
4016,RElbow,278,125,1
4016,LShoulder,347,93,1
4016,LElbow,361,133,1
4016,LWrist,278,180,1
4016,RHip,333,180,1
4016,RKnee,333,226,1
4016,LHip,306,180,1
4016,LKnee,306,226,1
4016,REye,320,62,1
4016,LEye,320,62,1
4016,REar,306,62,1
4016,LEar,320,62,1
4016,Background,347,0,1
4017,Nose,320,62,1
4017,Neck,320,93,1
4017,RShoulder,292,93,1
4017,RElbow,278,125,1
4017,LShoulder,347,93,1
4017,LElbow,361,133,1
4017,RHip,333,180,1
4017,RKnee,333,226,1
4017,LHip,306,180,1
4017,LKnee,306,226,1
4017,REye,320,62,1
4017,LEye,320,62,1
4017,REar,306,62,1
4017,LEar,333,62,1
4017,Background,612,0,1
4018,Nose,320,70,1
4018,Neck,320,93,1
4018,RShoulder,292,93,1
4018,RElbow,278,133,1
4018,LShoulder,347,93,1
4018,LElbow,361,133,1
4018,RHip,333,180,1
4018,RKnee,333,226,1
4018,LHip,306,180,1
4018,LKnee,306,234,1
4018,LAnkle,320,281,1
4018,REye,320,62,1
4018,LEye,333,62,1
4018,REar,306,62,1
4018,LEar,333,62,1
4018,Background,612,0,1
4019,Nose,320,70,1
4019,Neck,320,93,1
4019,RShoulder,292,93,1
4019,RElbow,278,133,1
4019,LShoulder,347,93,1
4019,LElbow,361,133,1
4019,RHip,333,180,1
4019,RKnee,333,234,1
4019,LHip,306,180,1
4019,LKnee,306,234,1
4019,REye,320,62,1
4019,LEye,320,62,1
4019,REar,306,62,1
4019,LEar,333,70,1
4019,Background,139,352,1
4020,Nose,320,70,1
4020,Neck,320,93,1
4020,RShoulder,292,93,1
4020,RElbow,292,133,1
4020,LShoulder,347,93,1
4020,LElbow,361,133,1
4020,RHip,333,180,1
4020,RKnee,333,234,1
4020,LHip,306,187,1
4020,LKnee,306,234,1
4020,REye,320,62,1
4020,LEye,333,62,1
4020,REar,306,62,1
4020,LEar,333,70,1
4020,Background,139,352,1
4021,Nose,333,62,1
4021,Neck,320,93,1
4021,RShoulder,292,93,1
4021,RElbow,292,133,1
4021,LShoulder,347,93,1
4021,LElbow,361,133,1
4021,RHip,333,180,1
4021,LHip,306,187,1
4021,LKnee,306,234,1
4021,REye,320,62,1
4021,LEye,333,62,1
4021,REar,320,62,1
4021,LEar,333,62,1
4021,Background,347,0,1
4022,Nose,320,62,1
4022,Neck,320,93,1
4022,RShoulder,292,93,1
4022,RElbow,292,133,1
4022,LShoulder,347,93,1
4022,LElbow,361,133,1
4022,RHip,333,187,1
4022,RKnee,333,234,1
4022,LHip,306,187,1
4022,LKnee,306,234,1
4022,LAnkle,306,281,1
4022,REye,320,62,1
4022,LEye,320,62,1
4022,REar,306,62,1
4022,LEar,333,62,1
4022,Background,612,0,1
4023,Nose,320,62,1
4023,Neck,320,93,1
4023,RShoulder,292,93,1
4023,RElbow,292,133,1
4023,LShoulder,347,93,1
4023,LElbow,361,125,1
4023,RHip,333,180,1
4023,RKnee,333,234,1
4023,LHip,306,180,1
4023,LKnee,306,234,1
4023,LAnkle,306,281,1
4023,REye,320,62,1
4023,LEye,320,62,1
4023,REar,306,62,1
4023,LEar,333,62,1
4023,Background,612,0,1
4024,Nose,320,62,1
4024,Neck,320,93,1
4024,RShoulder,292,93,1
4024,RElbow,292,133,1
4024,LShoulder,347,93,1
4024,LElbow,361,125,1
4024,RHip,333,187,1
4024,RKnee,333,234,1
4024,LHip,306,187,1
4024,LKnee,306,234,1
4024,LAnkle,306,281,1
4024,REye,320,62,1
4024,LEye,320,62,1
4024,REar,320,62,1
4024,LEar,333,62,1
4024,Background,612,0,1
4025,Nose,320,62,1
4025,Neck,320,93,1
4025,RShoulder,292,93,1
4025,RElbow,292,140,1
4025,RWrist,292,172,1
4025,LShoulder,347,93,1
4025,LElbow,361,125,1
4025,RHip,333,187,1
4025,RKnee,333,234,1
4025,LHip,306,187,1
4025,LKnee,306,234,1
4025,LAnkle,306,281,1
4025,REye,320,62,1
4025,LEye,333,62,1
4025,REar,320,62,1
4025,LEar,333,62,1
4025,Background,306,0,1
4026,Nose,320,62,1
4026,Neck,320,93,1
4026,RShoulder,306,93,1
4026,RElbow,292,133,1
4026,RWrist,292,172,1
4026,LShoulder,347,93,1
4026,LElbow,361,125,1
4026,RHip,347,187,1
4026,RKnee,333,226,1
4026,RAnkle,320,281,1
4026,LHip,306,180,1
4026,LKnee,306,226,1
4026,LAnkle,306,273,1
4026,REye,320,62,1
4026,LEye,320,62,1
4026,REar,320,62,1
4026,LEar,333,62,1
4026,Background,306,0,1
4027,Nose,320,62,1
4027,Neck,333,93,1
4027,RShoulder,306,93,1
4027,RElbow,292,133,1
4027,RWrist,292,172,1
4027,LShoulder,347,93,1
4027,LElbow,361,125,1
4027,RHip,333,180,1
4027,RKnee,333,226,1
4027,RAnkle,306,281,1
4027,LHip,320,180,1
4027,LKnee,306,226,1
4027,REye,320,62,1
4027,LEye,320,62,1
4027,LEar,333,62,1
4027,Background,306,0,1
4028,Nose,320,62,1
4028,Neck,333,93,1
4028,RShoulder,306,93,1
4028,RElbow,292,133,1
4028,RWrist,292,172,1
4028,LShoulder,347,93,1
4028,LElbow,361,125,1
4028,RHip,333,180,1
4028,RKnee,347,226,1
4028,RAnkle,320,281,1
4028,LHip,320,180,1
4028,LKnee,306,226,1
4028,LEye,320,62,1
4028,LEar,333,62,1
4028,Background,306,0,1
4029,Nose,320,62,1
4029,Neck,333,93,1
4029,RShoulder,306,93,1
4029,RElbow,292,133,1
4029,RWrist,292,172,1
4029,LShoulder,347,93,1
4029,LElbow,361,125,1
4029,LWrist,361,180,1
4029,RHip,333,180,1
4029,RKnee,333,226,1
4029,LHip,320,180,1
4029,LKnee,306,226,1
4029,LEye,320,62,1
4029,LEar,333,62,1
4029,Background,306,0,1
4030,Nose,320,70,1
4030,Neck,333,93,1
4030,RShoulder,306,93,1
4030,RElbow,292,133,1
4030,RWrist,292,180,1
4030,LShoulder,347,93,1
4030,LElbow,361,125,1
4030,LWrist,361,180,1
4030,RHip,333,187,1
4030,LHip,333,180,1
4030,REye,320,62,1
4030,LEye,320,62,1
4030,LEar,333,62,1
4030,Background,306,0,1
4031,Nose,320,70,1
4031,Neck,333,93,1
4031,RShoulder,306,93,1
4031,RElbow,292,140,1
4031,RWrist,292,180,1
4031,LShoulder,347,93,1
4031,LElbow,361,125,1
4031,LWrist,361,180,1
4031,RHip,333,187,1
4031,LHip,347,187,1
4031,REye,320,62,1
4031,LEye,320,62,1
4031,LEar,333,62,1
4031,Background,306,0,1
4032,Nose,320,70,1
4032,Neck,333,93,1
4032,RShoulder,306,101,1
4032,RElbow,292,133,1
4032,RWrist,292,172,1
4032,LShoulder,347,93,1
4032,LElbow,361,125,1
4032,LWrist,361,180,1
4032,RHip,333,187,1
4032,LHip,320,187,1
4032,REye,320,62,1
4032,LEye,320,62,1
4032,REar,320,62,1
4032,LEar,333,62,1
4032,Background,306,0,1
4033,Nose,320,70,1
4033,Neck,333,101,1
4033,RShoulder,306,101,1
4033,RElbow,292,140,1
4033,RWrist,292,180,1
4033,LShoulder,347,93,1
4033,LElbow,361,125,1
4033,LWrist,361,180,1
4033,RHip,333,187,1
4033,LHip,320,187,1
4033,LEye,320,62,1
4033,LEar,320,70,1
4033,Background,598,344,1
4034,Nose,320,70,1
4034,Neck,320,101,1
4034,RShoulder,306,101,1
4034,RElbow,292,140,1
4034,RWrist,292,180,1
4034,LShoulder,347,101,1
4034,LElbow,361,133,1
4034,LWrist,361,180,1
4034,RHip,320,187,1
4034,LHip,333,187,1
4034,REye,320,70,1
4034,LEye,320,62,1
4034,REar,320,70,1
4034,LEar,320,70,1
4034,Background,598,344,1
4035,Nose,320,70,1
4035,Neck,320,101,1
4035,RShoulder,292,101,1
4035,RElbow,292,140,1
4035,RWrist,292,180,1
4035,LShoulder,347,101,1
4035,LElbow,361,133,1
4035,RHip,333,187,1
4035,LHip,320,187,1
4035,REye,320,62,1
4035,LEye,320,62,1
4035,REar,320,70,1
4035,LEar,333,70,1
4035,Background,598,344,1
4036,Nose,320,70,1
4036,Neck,320,101,1
4036,RShoulder,292,101,1
4036,RElbow,292,140,1
4036,RWrist,292,180,1
4036,LShoulder,347,101,1
4036,LElbow,361,133,1
4036,RHip,333,187,1
4036,LHip,320,187,1
4036,REye,320,70,1
4036,LEye,320,70,1
4036,REar,306,70,1
4036,LEar,333,70,1
4036,Background,250,0,1
4037,Nose,320,70,1
4037,Neck,320,101,1
4037,RShoulder,292,101,1
4037,RElbow,292,140,1
4037,RWrist,292,180,1
4037,LShoulder,347,101,1
4037,LElbow,361,133,1
4037,RHip,320,187,1
4037,LHip,347,187,1
4037,REye,320,62,1
4037,LEye,320,70,1
4037,REar,306,70,1
4037,LEar,333,70,1
4037,Background,250,0,1
4038,Nose,320,70,1
4038,Neck,320,101,1
4038,RShoulder,292,101,1
4038,RElbow,292,140,1
4038,RWrist,292,180,1
4038,LShoulder,347,101,1
4038,LElbow,361,133,1
4038,RHip,320,187,1
4038,LHip,347,187,1
4038,REye,320,62,1
4038,LEye,320,62,1
4038,REar,306,70,1
4038,LEar,320,70,1
4038,Background,264,0,1
4039,Nose,320,70,1
4039,Neck,320,93,1
4039,RShoulder,292,93,1
4039,RElbow,292,140,1
4039,RWrist,292,180,1
4039,LShoulder,347,93,1
4039,LElbow,361,133,1
4039,RHip,320,187,1
4039,LHip,347,180,1
4039,REye,320,62,1
4039,LEye,320,62,1
4039,REar,306,62,1
4039,LEar,320,62,1
4039,Background,264,0,1
4040,Nose,320,62,1
4040,Neck,320,93,1
4040,RShoulder,292,93,1
4040,RElbow,292,140,1
4040,RWrist,278,180,1
4040,LShoulder,347,93,1
4040,LElbow,361,125,1
4040,RHip,306,180,1
4040,LHip,347,180,1
4040,REye,320,62,1
4040,LEye,320,62,1
4040,REar,306,62,1
4040,LEar,320,62,1
4040,Background,264,0,1
4041,Nose,320,62,1
4041,Neck,320,93,1
4041,RShoulder,292,93,1
4041,RElbow,292,133,1
4041,RWrist,278,180,1
